student_application_id,status,transaction_id,mc_gross,received_at,invoice,currency,params
2,Expiered,5211241575,210,nil,27047063,USD,"--- !map:ActiveSupport::HashWithIndifferentAccess \ntest_ipn: \""1\""\npayment_type: echeck\npayment_date: 07:29:52 Nov 24, 2012 PST\npayment_status: Pending\npending_reason: echeck\naddress_status: confirmed\npayer_status: verified\nfirst_name: John\nlast_name: Smith\npayer_email: buyer@paypalsandbox.com\npayer_id: TESTBUYERID01\naddress_name: John Smith\naddress_country: United States\naddress_country_code: US\naddress_zip: \""95131\""\naddress_state: CA\naddress_city: San Jose\naddress_street: 123, any street\nbusiness: seller@paypalsandbox.com\nreceiver_email: seller@paypalsandbox.com\nreceiver_id: TESTSELLERID1\nresidence_country: US\nitem_name: gilberto\nitem_number: AK-1234\nquantity: \""1\""\nshipping: \""3.04\""\ntax: \""2.02\""\nmc_currency: USD\nmc_fee: \""0.44\""\nmc_gross: \""200\""\ntxn_type: web_accept\ntxn_id: \""5211241529\""\nnotify_version: \""2.1\""\ncustom: xyz123\ninvoice: abc1234\ncharset: windows-1252\nverify_sign: A3U7NOTi5cc6VneLyt5cQ5OV8nF3Ae7OSbINhQVpFK2MRtXxzpeLjqb7\naction: ipn\ncontroller: donations\n"
3,Failed,5211241576,215,nil,27072552,USD,"--- !map:ActiveSupport::HashWithIndifferentAccess \ntest_ipn: \""1\""\npayment_type: echeck\npayment_date: 07:29:52 Nov 24, 2012 PST\npayment_status: Pending\npending_reason: echeck\naddress_status: confirmed\npayer_status: verified\nfirst_name: John\nlast_name: Smith\npayer_email: buyer@paypalsandbox.com\npayer_id: TESTBUYERID01\naddress_name: John Smith\naddress_country: United States\naddress_country_code: US\naddress_zip: \""95131\""\naddress_state: CA\naddress_city: San Jose\naddress_street: 123, any street\nbusiness: seller@paypalsandbox.com\nreceiver_email: seller@paypalsandbox.com\nreceiver_id: TESTSELLERID1\nresidence_country: US\nitem_name: gilberto\nitem_number: AK-1234\nquantity: \""1\""\nshipping: \""3.04\""\ntax: \""2.02\""\nmc_currency: USD\nmc_fee: \""0.44\""\nmc_gross: \""200\""\ntxn_type: web_accept\ntxn_id: \""5211241529\""\nnotify_version: \""2.1\""\ncustom: xyz123\ninvoice: abc1234\ncharset: windows-1252\nverify_sign: A3U7NOTi5cc6VneLyt5cQ5OV8nF3Ae7OSbINhQVpFK2MRtXxzpeLjqb7\naction: ipn\ncontroller: donations\n"
4,Pending,5211241577,220,nil,27098041,USD,"--- !map:ActiveSupport::HashWithIndifferentAccess \ntest_ipn: \""1\""\npayment_type: echeck\npayment_date: 07:29:52 Nov 24, 2012 PST\npayment_status: Pending\npending_reason: echeck\naddress_status: confirmed\npayer_status: verified\nfirst_name: John\nlast_name: Smith\npayer_email: buyer@paypalsandbox.com\npayer_id: TESTBUYERID01\naddress_name: John Smith\naddress_country: United States\naddress_country_code: US\naddress_zip: \""95131\""\naddress_state: CA\naddress_city: San Jose\naddress_street: 123, any street\nbusiness: seller@paypalsandbox.com\nreceiver_email: seller@paypalsandbox.com\nreceiver_id: TESTSELLERID1\nresidence_country: US\nitem_name: gilberto\nitem_number: AK-1234\nquantity: \""1\""\nshipping: \""3.04\""\ntax: \""2.02\""\nmc_currency: USD\nmc_fee: \""0.44\""\nmc_gross: \""200\""\ntxn_type: web_accept\ntxn_id: \""5211241529\""\nnotify_version: \""2.1\""\ncustom: xyz123\ninvoice: abc1234\ncharset: windows-1252\nverify_sign: A3U7NOTi5cc6VneLyt5cQ5OV8nF3Ae7OSbINhQVpFK2MRtXxzpeLjqb7\naction: ipn\ncontroller: donations\n"
5,Completed,5211241578,225,nil,27123530,USD,"--- !map:ActiveSupport::HashWithIndifferentAccess \ntest_ipn: \""1\""\npayment_type: echeck\npayment_date: 07:29:52 Nov 24, 2012 PST\npayment_status: Pending\npending_reason: echeck\naddress_status: confirmed\npayer_status: verified\nfirst_name: John\nlast_name: Smith\npayer_email: buyer@paypalsandbox.com\npayer_id: TESTBUYERID01\naddress_name: John Smith\naddress_country: United States\naddress_country_code: US\naddress_zip: \""95131\""\naddress_state: CA\naddress_city: San Jose\naddress_street: 123, any street\nbusiness: seller@paypalsandbox.com\nreceiver_email: seller@paypalsandbox.com\nreceiver_id: TESTSELLERID1\nresidence_country: US\nitem_name: gilberto\nitem_number: AK-1234\nquantity: \""1\""\nshipping: \""3.04\""\ntax: \""2.02\""\nmc_currency: USD\nmc_fee: \""0.44\""\nmc_gross: \""200\""\ntxn_type: web_accept\ntxn_id: \""5211241529\""\nnotify_version: \""2.1\""\ncustom: xyz123\ninvoice: abc1234\ncharset: windows-1252\nverify_sign: A3U7NOTi5cc6VneLyt5cQ5OV8nF3Ae7OSbINhQVpFK2MRtXxzpeLjqb7\naction: ipn\ncontroller: donations\n"
6,Completed,5211241579,230,nil,27149019,USD,"--- !map:ActiveSupport::HashWithIndifferentAccess \ntest_ipn: \""1\""\npayment_type: echeck\npayment_date: 07:29:52 Nov 24, 2012 PST\npayment_status: Pending\npending_reason: echeck\naddress_status: confirmed\npayer_status: verified\nfirst_name: John\nlast_name: Smith\npayer_email: buyer@paypalsandbox.com\npayer_id: TESTBUYERID01\naddress_name: John Smith\naddress_country: United States\naddress_country_code: US\naddress_zip: \""95131\""\naddress_state: CA\naddress_city: San Jose\naddress_street: 123, any street\nbusiness: seller@paypalsandbox.com\nreceiver_email: seller@paypalsandbox.com\nreceiver_id: TESTSELLERID1\nresidence_country: US\nitem_name: gilberto\nitem_number: AK-1234\nquantity: \""1\""\nshipping: \""3.04\""\ntax: \""2.02\""\nmc_currency: USD\nmc_fee: \""0.44\""\nmc_gross: \""200\""\ntxn_type: web_accept\ntxn_id: \""5211241529\""\nnotify_version: \""2.1\""\ncustom: xyz123\ninvoice: abc1234\ncharset: windows-1252\nverify_sign: A3U7NOTi5cc6VneLyt5cQ5OV8nF3Ae7OSbINhQVpFK2MRtXxzpeLjqb7\naction: ipn\ncontroller: donations\n"
7,Processed,5211241580,235,nil,27174508,USD,"--- !map:ActiveSupport::HashWithIndifferentAccess \ntest_ipn: \""1\""\npayment_type: echeck\npayment_date: 07:29:52 Nov 24, 2012 PST\npayment_status: Pending\npending_reason: echeck\naddress_status: confirmed\npayer_status: verified\nfirst_name: John\nlast_name: Smith\npayer_email: buyer@paypalsandbox.com\npayer_id: TESTBUYERID01\naddress_name: John Smith\naddress_country: United States\naddress_country_code: US\naddress_zip: \""95131\""\naddress_state: CA\naddress_city: San Jose\naddress_street: 123, any street\nbusiness: seller@paypalsandbox.com\nreceiver_email: seller@paypalsandbox.com\nreceiver_id: TESTSELLERID1\nresidence_country: US\nitem_name: gilberto\nitem_number: AK-1234\nquantity: \""1\""\nshipping: \""3.04\""\ntax: \""2.02\""\nmc_currency: USD\nmc_fee: \""0.44\""\nmc_gross: \""200\""\ntxn_type: web_accept\ntxn_id: \""5211241529\""\nnotify_version: \""2.1\""\ncustom: xyz123\ninvoice: abc1234\ncharset: windows-1252\nverify_sign: A3U7NOTi5cc6VneLyt5cQ5OV8nF3Ae7OSbINhQVpFK2MRtXxzpeLjqb7\naction: ipn\ncontroller: donations\n"
8,In-Progress,5211241581,240,nil,27199997,USD,"--- !map:ActiveSupport::HashWithIndifferentAccess \ntest_ipn: \""1\""\npayment_type: echeck\npayment_date: 07:29:52 Nov 24, 2012 PST\npayment_status: Pending\npending_reason: echeck\naddress_status: confirmed\npayer_status: verified\nfirst_name: John\nlast_name: Smith\npayer_email: buyer@paypalsandbox.com\npayer_id: TESTBUYERID01\naddress_name: John Smith\naddress_country: United States\naddress_country_code: US\naddress_zip: \""95131\""\naddress_state: CA\naddress_city: San Jose\naddress_street: 123, any street\nbusiness: seller@paypalsandbox.com\nreceiver_email: seller@paypalsandbox.com\nreceiver_id: TESTSELLERID1\nresidence_country: US\nitem_name: gilberto\nitem_number: AK-1234\nquantity: \""1\""\nshipping: \""3.04\""\ntax: \""2.02\""\nmc_currency: USD\nmc_fee: \""0.44\""\nmc_gross: \""200\""\ntxn_type: web_accept\ntxn_id: \""5211241529\""\nnotify_version: \""2.1\""\ncustom: xyz123\ninvoice: abc1234\ncharset: windows-1252\nverify_sign: A3U7NOTi5cc6VneLyt5cQ5OV8nF3Ae7OSbINhQVpFK2MRtXxzpeLjqb7\naction: ipn\ncontroller: donations\n"
9,Denied,5211241582,245,nil,27225486,USD,"--- !map:ActiveSupport::HashWithIndifferentAccess \ntest_ipn: \""1\""\npayment_type: echeck\npayment_date: 07:29:52 Nov 24, 2012 PST\npayment_status: Pending\npending_reason: echeck\naddress_status: confirmed\npayer_status: verified\nfirst_name: John\nlast_name: Smith\npayer_email: buyer@paypalsandbox.com\npayer_id: TESTBUYERID01\naddress_name: John Smith\naddress_country: United States\naddress_country_code: US\naddress_zip: \""95131\""\naddress_state: CA\naddress_city: San Jose\naddress_street: 123, any street\nbusiness: seller@paypalsandbox.com\nreceiver_email: seller@paypalsandbox.com\nreceiver_id: TESTSELLERID1\nresidence_country: US\nitem_name: gilberto\nitem_number: AK-1234\nquantity: \""1\""\nshipping: \""3.04\""\ntax: \""2.02\""\nmc_currency: USD\nmc_fee: \""0.44\""\nmc_gross: \""200\""\ntxn_type: web_accept\ntxn_id: \""5211241529\""\nnotify_version: \""2.1\""\ncustom: xyz123\ninvoice: abc1234\ncharset: windows-1252\nverify_sign: A3U7NOTi5cc6VneLyt5cQ5OV8nF3Ae7OSbINhQVpFK2MRtXxzpeLjqb7\naction: ipn\ncontroller: donations\n"
10,Expiered,5211241583,250,nil,27250975,USD,"--- !map:ActiveSupport::HashWithIndifferentAccess \ntest_ipn: \""1\""\npayment_type: echeck\npayment_date: 07:29:52 Nov 24, 2012 PST\npayment_status: Pending\npending_reason: echeck\naddress_status: confirmed\npayer_status: verified\nfirst_name: John\nlast_name: Smith\npayer_email: buyer@paypalsandbox.com\npayer_id: TESTBUYERID01\naddress_name: John Smith\naddress_country: United States\naddress_country_code: US\naddress_zip: \""95131\""\naddress_state: CA\naddress_city: San Jose\naddress_street: 123, any street\nbusiness: seller@paypalsandbox.com\nreceiver_email: seller@paypalsandbox.com\nreceiver_id: TESTSELLERID1\nresidence_country: US\nitem_name: gilberto\nitem_number: AK-1234\nquantity: \""1\""\nshipping: \""3.04\""\ntax: \""2.02\""\nmc_currency: USD\nmc_fee: \""0.44\""\nmc_gross: \""200\""\ntxn_type: web_accept\ntxn_id: \""5211241529\""\nnotify_version: \""2.1\""\ncustom: xyz123\ninvoice: abc1234\ncharset: windows-1252\nverify_sign: A3U7NOTi5cc6VneLyt5cQ5OV8nF3Ae7OSbINhQVpFK2MRtXxzpeLjqb7\naction: ipn\ncontroller: donations\n"
11,Failed,5211241584,255,nil,27276464,USD,"--- !map:ActiveSupport::HashWithIndifferentAccess \ntest_ipn: \""1\""\npayment_type: echeck\npayment_date: 07:29:52 Nov 24, 2012 PST\npayment_status: Pending\npending_reason: echeck\naddress_status: confirmed\npayer_status: verified\nfirst_name: John\nlast_name: Smith\npayer_email: buyer@paypalsandbox.com\npayer_id: TESTBUYERID01\naddress_name: John Smith\naddress_country: United States\naddress_country_code: US\naddress_zip: \""95131\""\naddress_state: CA\naddress_city: San Jose\naddress_street: 123, any street\nbusiness: seller@paypalsandbox.com\nreceiver_email: seller@paypalsandbox.com\nreceiver_id: TESTSELLERID1\nresidence_country: US\nitem_name: gilberto\nitem_number: AK-1234\nquantity: \""1\""\nshipping: \""3.04\""\ntax: \""2.02\""\nmc_currency: USD\nmc_fee: \""0.44\""\nmc_gross: \""200\""\ntxn_type: web_accept\ntxn_id: \""5211241529\""\nnotify_version: \""2.1\""\ncustom: xyz123\ninvoice: abc1234\ncharset: windows-1252\nverify_sign: A3U7NOTi5cc6VneLyt5cQ5OV8nF3Ae7OSbINhQVpFK2MRtXxzpeLjqb7\naction: ipn\ncontroller: donations\n"
12,Pending,5211241585,260,nil,27301953,USD,"--- !map:ActiveSupport::HashWithIndifferentAccess \ntest_ipn: \""1\""\npayment_type: echeck\npayment_date: 07:29:52 Nov 24, 2012 PST\npayment_status: Pending\npending_reason: echeck\naddress_status: confirmed\npayer_status: verified\nfirst_name: John\nlast_name: Smith\npayer_email: buyer@paypalsandbox.com\npayer_id: TESTBUYERID01\naddress_name: John Smith\naddress_country: United States\naddress_country_code: US\naddress_zip: \""95131\""\naddress_state: CA\naddress_city: San Jose\naddress_street: 123, any street\nbusiness: seller@paypalsandbox.com\nreceiver_email: seller@paypalsandbox.com\nreceiver_id: TESTSELLERID1\nresidence_country: US\nitem_name: gilberto\nitem_number: AK-1234\nquantity: \""1\""\nshipping: \""3.04\""\ntax: \""2.02\""\nmc_currency: USD\nmc_fee: \""0.44\""\nmc_gross: \""200\""\ntxn_type: web_accept\ntxn_id: \""5211241529\""\nnotify_version: \""2.1\""\ncustom: xyz123\ninvoice: abc1234\ncharset: windows-1252\nverify_sign: A3U7NOTi5cc6VneLyt5cQ5OV8nF3Ae7OSbINhQVpFK2MRtXxzpeLjqb7\naction: ipn\ncontroller: donations\n"
13,Completed,5211241586,265,nil,27327442,USD,"--- !map:ActiveSupport::HashWithIndifferentAccess \ntest_ipn: \""1\""\npayment_type: echeck\npayment_date: 07:29:52 Nov 24, 2012 PST\npayment_status: Pending\npending_reason: echeck\naddress_status: confirmed\npayer_status: verified\nfirst_name: John\nlast_name: Smith\npayer_email: buyer@paypalsandbox.com\npayer_id: TESTBUYERID01\naddress_name: John Smith\naddress_country: United States\naddress_country_code: US\naddress_zip: \""95131\""\naddress_state: CA\naddress_city: San Jose\naddress_street: 123, any street\nbusiness: seller@paypalsandbox.com\nreceiver_email: seller@paypalsandbox.com\nreceiver_id: TESTSELLERID1\nresidence_country: US\nitem_name: gilberto\nitem_number: AK-1234\nquantity: \""1\""\nshipping: \""3.04\""\ntax: \""2.02\""\nmc_currency: USD\nmc_fee: \""0.44\""\nmc_gross: \""200\""\ntxn_type: web_accept\ntxn_id: \""5211241529\""\nnotify_version: \""2.1\""\ncustom: xyz123\ninvoice: abc1234\ncharset: windows-1252\nverify_sign: A3U7NOTi5cc6VneLyt5cQ5OV8nF3Ae7OSbINhQVpFK2MRtXxzpeLjqb7\naction: ipn\ncontroller: donations\n"
14,Completed,5211241587,270,nil,27352931,USD,"--- !map:ActiveSupport::HashWithIndifferentAccess \ntest_ipn: \""1\""\npayment_type: echeck\npayment_date: 07:29:52 Nov 24, 2012 PST\npayment_status: Pending\npending_reason: echeck\naddress_status: confirmed\npayer_status: verified\nfirst_name: John\nlast_name: Smith\npayer_email: buyer@paypalsandbox.com\npayer_id: TESTBUYERID01\naddress_name: John Smith\naddress_country: United States\naddress_country_code: US\naddress_zip: \""95131\""\naddress_state: CA\naddress_city: San Jose\naddress_street: 123, any street\nbusiness: seller@paypalsandbox.com\nreceiver_email: seller@paypalsandbox.com\nreceiver_id: TESTSELLERID1\nresidence_country: US\nitem_name: gilberto\nitem_number: AK-1234\nquantity: \""1\""\nshipping: \""3.04\""\ntax: \""2.02\""\nmc_currency: USD\nmc_fee: \""0.44\""\nmc_gross: \""200\""\ntxn_type: web_accept\ntxn_id: \""5211241529\""\nnotify_version: \""2.1\""\ncustom: xyz123\ninvoice: abc1234\ncharset: windows-1252\nverify_sign: A3U7NOTi5cc6VneLyt5cQ5OV8nF3Ae7OSbINhQVpFK2MRtXxzpeLjqb7\naction: ipn\ncontroller: donations\n"
15,Processed,5211241588,275,nil,27378420,USD,"--- !map:ActiveSupport::HashWithIndifferentAccess \ntest_ipn: \""1\""\npayment_type: echeck\npayment_date: 07:29:52 Nov 24, 2012 PST\npayment_status: Pending\npending_reason: echeck\naddress_status: confirmed\npayer_status: verified\nfirst_name: John\nlast_name: Smith\npayer_email: buyer@paypalsandbox.com\npayer_id: TESTBUYERID01\naddress_name: John Smith\naddress_country: United States\naddress_country_code: US\naddress_zip: \""95131\""\naddress_state: CA\naddress_city: San Jose\naddress_street: 123, any street\nbusiness: seller@paypalsandbox.com\nreceiver_email: seller@paypalsandbox.com\nreceiver_id: TESTSELLERID1\nresidence_country: US\nitem_name: gilberto\nitem_number: AK-1234\nquantity: \""1\""\nshipping: \""3.04\""\ntax: \""2.02\""\nmc_currency: USD\nmc_fee: \""0.44\""\nmc_gross: \""200\""\ntxn_type: web_accept\ntxn_id: \""5211241529\""\nnotify_version: \""2.1\""\ncustom: xyz123\ninvoice: abc1234\ncharset: windows-1252\nverify_sign: A3U7NOTi5cc6VneLyt5cQ5OV8nF3Ae7OSbINhQVpFK2MRtXxzpeLjqb7\naction: ipn\ncontroller: donations\n"
1,In-Progress,5211241589,280,nil,27403909,USD,"--- !map:ActiveSupport::HashWithIndifferentAccess \ntest_ipn: \""1\""\npayment_type: echeck\npayment_date: 07:29:52 Nov 24, 2012 PST\npayment_status: Pending\npending_reason: echeck\naddress_status: confirmed\npayer_status: verified\nfirst_name: John\nlast_name: Smith\npayer_email: buyer@paypalsandbox.com\npayer_id: TESTBUYERID01\naddress_name: John Smith\naddress_country: United States\naddress_country_code: US\naddress_zip: \""95131\""\naddress_state: CA\naddress_city: San Jose\naddress_street: 123, any street\nbusiness: seller@paypalsandbox.com\nreceiver_email: seller@paypalsandbox.com\nreceiver_id: TESTSELLERID1\nresidence_country: US\nitem_name: gilberto\nitem_number: AK-1234\nquantity: \""1\""\nshipping: \""3.04\""\ntax: \""2.02\""\nmc_currency: USD\nmc_fee: \""0.44\""\nmc_gross: \""200\""\ntxn_type: web_accept\ntxn_id: \""5211241529\""\nnotify_version: \""2.1\""\ncustom: xyz123\ninvoice: abc1234\ncharset: windows-1252\nverify_sign: A3U7NOTi5cc6VneLyt5cQ5OV8nF3Ae7OSbINhQVpFK2MRtXxzpeLjqb7\naction: ipn\ncontroller: donations\n"
2,Denied,5211241590,285,nil,27429398,USD,"--- !map:ActiveSupport::HashWithIndifferentAccess \ntest_ipn: \""1\""\npayment_type: echeck\npayment_date: 07:29:52 Nov 24, 2012 PST\npayment_status: Pending\npending_reason: echeck\naddress_status: confirmed\npayer_status: verified\nfirst_name: John\nlast_name: Smith\npayer_email: buyer@paypalsandbox.com\npayer_id: TESTBUYERID01\naddress_name: John Smith\naddress_country: United States\naddress_country_code: US\naddress_zip: \""95131\""\naddress_state: CA\naddress_city: San Jose\naddress_street: 123, any street\nbusiness: seller@paypalsandbox.com\nreceiver_email: seller@paypalsandbox.com\nreceiver_id: TESTSELLERID1\nresidence_country: US\nitem_name: gilberto\nitem_number: AK-1234\nquantity: \""1\""\nshipping: \""3.04\""\ntax: \""2.02\""\nmc_currency: USD\nmc_fee: \""0.44\""\nmc_gross: \""200\""\ntxn_type: web_accept\ntxn_id: \""5211241529\""\nnotify_version: \""2.1\""\ncustom: xyz123\ninvoice: abc1234\ncharset: windows-1252\nverify_sign: A3U7NOTi5cc6VneLyt5cQ5OV8nF3Ae7OSbINhQVpFK2MRtXxzpeLjqb7\naction: ipn\ncontroller: donations\n"
3,Expiered,5211241591,290,nil,27454887,USD,"--- !map:ActiveSupport::HashWithIndifferentAccess \ntest_ipn: \""1\""\npayment_type: echeck\npayment_date: 07:29:52 Nov 24, 2012 PST\npayment_status: Pending\npending_reason: echeck\naddress_status: confirmed\npayer_status: verified\nfirst_name: John\nlast_name: Smith\npayer_email: buyer@paypalsandbox.com\npayer_id: TESTBUYERID01\naddress_name: John Smith\naddress_country: United States\naddress_country_code: US\naddress_zip: \""95131\""\naddress_state: CA\naddress_city: San Jose\naddress_street: 123, any street\nbusiness: seller@paypalsandbox.com\nreceiver_email: seller@paypalsandbox.com\nreceiver_id: TESTSELLERID1\nresidence_country: US\nitem_name: gilberto\nitem_number: AK-1234\nquantity: \""1\""\nshipping: \""3.04\""\ntax: \""2.02\""\nmc_currency: USD\nmc_fee: \""0.44\""\nmc_gross: \""200\""\ntxn_type: web_accept\ntxn_id: \""5211241529\""\nnotify_version: \""2.1\""\ncustom: xyz123\ninvoice: abc1234\ncharset: windows-1252\nverify_sign: A3U7NOTi5cc6VneLyt5cQ5OV8nF3Ae7OSbINhQVpFK2MRtXxzpeLjqb7\naction: ipn\ncontroller: donations\n"
4,Failed,5211241592,295,nil,27480376,USD,"--- !map:ActiveSupport::HashWithIndifferentAccess \ntest_ipn: \""1\""\npayment_type: echeck\npayment_date: 07:29:52 Nov 24, 2012 PST\npayment_status: Pending\npending_reason: echeck\naddress_status: confirmed\npayer_status: verified\nfirst_name: John\nlast_name: Smith\npayer_email: buyer@paypalsandbox.com\npayer_id: TESTBUYERID01\naddress_name: John Smith\naddress_country: United States\naddress_country_code: US\naddress_zip: \""95131\""\naddress_state: CA\naddress_city: San Jose\naddress_street: 123, any street\nbusiness: seller@paypalsandbox.com\nreceiver_email: seller@paypalsandbox.com\nreceiver_id: TESTSELLERID1\nresidence_country: US\nitem_name: gilberto\nitem_number: AK-1234\nquantity: \""1\""\nshipping: \""3.04\""\ntax: \""2.02\""\nmc_currency: USD\nmc_fee: \""0.44\""\nmc_gross: \""200\""\ntxn_type: web_accept\ntxn_id: \""5211241529\""\nnotify_version: \""2.1\""\ncustom: xyz123\ninvoice: abc1234\ncharset: windows-1252\nverify_sign: A3U7NOTi5cc6VneLyt5cQ5OV8nF3Ae7OSbINhQVpFK2MRtXxzpeLjqb7\naction: ipn\ncontroller: donations\n"
5,Pending,5211241593,300,nil,27505865,USD,"--- !map:ActiveSupport::HashWithIndifferentAccess \ntest_ipn: \""1\""\npayment_type: echeck\npayment_date: 07:29:52 Nov 24, 2012 PST\npayment_status: Pending\npending_reason: echeck\naddress_status: confirmed\npayer_status: verified\nfirst_name: John\nlast_name: Smith\npayer_email: buyer@paypalsandbox.com\npayer_id: TESTBUYERID01\naddress_name: John Smith\naddress_country: United States\naddress_country_code: US\naddress_zip: \""95131\""\naddress_state: CA\naddress_city: San Jose\naddress_street: 123, any street\nbusiness: seller@paypalsandbox.com\nreceiver_email: seller@paypalsandbox.com\nreceiver_id: TESTSELLERID1\nresidence_country: US\nitem_name: gilberto\nitem_number: AK-1234\nquantity: \""1\""\nshipping: \""3.04\""\ntax: \""2.02\""\nmc_currency: USD\nmc_fee: \""0.44\""\nmc_gross: \""200\""\ntxn_type: web_accept\ntxn_id: \""5211241529\""\nnotify_version: \""2.1\""\ncustom: xyz123\ninvoice: abc1234\ncharset: windows-1252\nverify_sign: A3U7NOTi5cc6VneLyt5cQ5OV8nF3Ae7OSbINhQVpFK2MRtXxzpeLjqb7\naction: ipn\ncontroller: donations\n"
6,Completed,5211241594,305,nil,27531354,USD,"--- !map:ActiveSupport::HashWithIndifferentAccess \ntest_ipn: \""1\""\npayment_type: echeck\npayment_date: 07:29:52 Nov 24, 2012 PST\npayment_status: Pending\npending_reason: echeck\naddress_status: confirmed\npayer_status: verified\nfirst_name: John\nlast_name: Smith\npayer_email: buyer@paypalsandbox.com\npayer_id: TESTBUYERID01\naddress_name: John Smith\naddress_country: United States\naddress_country_code: US\naddress_zip: \""95131\""\naddress_state: CA\naddress_city: San Jose\naddress_street: 123, any street\nbusiness: seller@paypalsandbox.com\nreceiver_email: seller@paypalsandbox.com\nreceiver_id: TESTSELLERID1\nresidence_country: US\nitem_name: gilberto\nitem_number: AK-1234\nquantity: \""1\""\nshipping: \""3.04\""\ntax: \""2.02\""\nmc_currency: USD\nmc_fee: \""0.44\""\nmc_gross: \""200\""\ntxn_type: web_accept\ntxn_id: \""5211241529\""\nnotify_version: \""2.1\""\ncustom: xyz123\ninvoice: abc1234\ncharset: windows-1252\nverify_sign: A3U7NOTi5cc6VneLyt5cQ5OV8nF3Ae7OSbINhQVpFK2MRtXxzpeLjqb7\naction: ipn\ncontroller: donations\n"
7,Completed,5211241595,310,nil,27556843,USD,"--- !map:ActiveSupport::HashWithIndifferentAccess \ntest_ipn: \""1\""\npayment_type: echeck\npayment_date: 07:29:52 Nov 24, 2012 PST\npayment_status: Pending\npending_reason: echeck\naddress_status: confirmed\npayer_status: verified\nfirst_name: John\nlast_name: Smith\npayer_email: buyer@paypalsandbox.com\npayer_id: TESTBUYERID01\naddress_name: John Smith\naddress_country: United States\naddress_country_code: US\naddress_zip: \""95131\""\naddress_state: CA\naddress_city: San Jose\naddress_street: 123, any street\nbusiness: seller@paypalsandbox.com\nreceiver_email: seller@paypalsandbox.com\nreceiver_id: TESTSELLERID1\nresidence_country: US\nitem_name: gilberto\nitem_number: AK-1234\nquantity: \""1\""\nshipping: \""3.04\""\ntax: \""2.02\""\nmc_currency: USD\nmc_fee: \""0.44\""\nmc_gross: \""200\""\ntxn_type: web_accept\ntxn_id: \""5211241529\""\nnotify_version: \""2.1\""\ncustom: xyz123\ninvoice: abc1234\ncharset: windows-1252\nverify_sign: A3U7NOTi5cc6VneLyt5cQ5OV8nF3Ae7OSbINhQVpFK2MRtXxzpeLjqb7\naction: ipn\ncontroller: donations\n"
8,Processed,5211241596,315,nil,27582332,USD,"--- !map:ActiveSupport::HashWithIndifferentAccess \ntest_ipn: \""1\""\npayment_type: echeck\npayment_date: 07:29:52 Nov 24, 2012 PST\npayment_status: Pending\npending_reason: echeck\naddress_status: confirmed\npayer_status: verified\nfirst_name: John\nlast_name: Smith\npayer_email: buyer@paypalsandbox.com\npayer_id: TESTBUYERID01\naddress_name: John Smith\naddress_country: United States\naddress_country_code: US\naddress_zip: \""95131\""\naddress_state: CA\naddress_city: San Jose\naddress_street: 123, any street\nbusiness: seller@paypalsandbox.com\nreceiver_email: seller@paypalsandbox.com\nreceiver_id: TESTSELLERID1\nresidence_country: US\nitem_name: gilberto\nitem_number: AK-1234\nquantity: \""1\""\nshipping: \""3.04\""\ntax: \""2.02\""\nmc_currency: USD\nmc_fee: \""0.44\""\nmc_gross: \""200\""\ntxn_type: web_accept\ntxn_id: \""5211241529\""\nnotify_version: \""2.1\""\ncustom: xyz123\ninvoice: abc1234\ncharset: windows-1252\nverify_sign: A3U7NOTi5cc6VneLyt5cQ5OV8nF3Ae7OSbINhQVpFK2MRtXxzpeLjqb7\naction: ipn\ncontroller: donations\n"
9,In-Progress,5211241597,320,nil,27607821,USD,"--- !map:ActiveSupport::HashWithIndifferentAccess \ntest_ipn: \""1\""\npayment_type: echeck\npayment_date: 07:29:52 Nov 24, 2012 PST\npayment_status: Pending\npending_reason: echeck\naddress_status: confirmed\npayer_status: verified\nfirst_name: John\nlast_name: Smith\npayer_email: buyer@paypalsandbox.com\npayer_id: TESTBUYERID01\naddress_name: John Smith\naddress_country: United States\naddress_country_code: US\naddress_zip: \""95131\""\naddress_state: CA\naddress_city: San Jose\naddress_street: 123, any street\nbusiness: seller@paypalsandbox.com\nreceiver_email: seller@paypalsandbox.com\nreceiver_id: TESTSELLERID1\nresidence_country: US\nitem_name: gilberto\nitem_number: AK-1234\nquantity: \""1\""\nshipping: \""3.04\""\ntax: \""2.02\""\nmc_currency: USD\nmc_fee: \""0.44\""\nmc_gross: \""200\""\ntxn_type: web_accept\ntxn_id: \""5211241529\""\nnotify_version: \""2.1\""\ncustom: xyz123\ninvoice: abc1234\ncharset: windows-1252\nverify_sign: A3U7NOTi5cc6VneLyt5cQ5OV8nF3Ae7OSbINhQVpFK2MRtXxzpeLjqb7\naction: ipn\ncontroller: donations\n"
